URL,Title,Description,Genre
https://www.rottentomatoes.com/m/past_lives,Past Lives,"Nora and Hae Sung, two deeply connected childhood friends, are wrest apart after Nora's family emigrates from South Korea. Two decades later, they are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life, in this heartrending modern romance.","Romance, 
                            
                            Drama"
https://www.rottentomatoes.com/m/the_monkey_king_2023,The Monkey King,"The Monkey King is an action-packed family comedy that follows a charismatic Monkey and his magical fighting Stick on an epic quest for victory over 100 demons, an eccentric Dragon King, and Monkey's greatest foe of all--his own ego! Along the way, a young village girl challenges his self-centered attitude and shows him that even the smallest pebble can have a big effect on the world.","Kids & family, 
                            
                            Action, 
                            
                            Adventure, 
                            
                            Fantasy, 
                            
                            Animation"
https://www.rottentomatoes.com/m/evil_dead_rise,Evil Dead Rise,"In the fifth Evil Dead film, a road-weary Beth pays an overdue visit to her older sister Ellie, who is raising three kids on her own in a cramped L.A apartment. The sisters' reunion is cut short by the discovery of a mysterious book deep in the bowels of Ellie's building, giving rise to flesh-possessing demons, and thrusting Beth into a primal battle for survival as she is faced with the most nightmarish version of motherhood imaginable.","Horror, 
                            
                            Mystery & thriller, 
                            
                            Fantasy"
https://www.rottentomatoes.com/m/nefarious_2023,Nefarious,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_list_2023,The List,"Abby (Halston Sage) is about to get married and everything is perfect. Until she finds out her fiancé slept with a celebrity from his ""free pass"" list. To get her mind off things, Abby and her best friend Chloe come up with a crazy idea -- Abby should pursue a celebrity from her own list, which includes tough guy action movie star Mac West, Sexiest Man Alive Cooper Grant, and multi-Platinum Grammy award-winning rapper Avon. In LA, their friend Sam, a Hollywood talent agent and Chloe's ex, calls in all her favors to help Abby get into the same room as her celebrity crushes. But getting their attention will be up to Abby. Just as she starts to get close to living the ultimate dream in La La Land, things become complicated when Abby meets Jake (Christian Navarro), a local waiter with big dreams of his own, who gives her a fresh perspective.","Romance, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/john_wick_chapter_4,John Wick: Chapter 4,"John Wick (Keanu Reeves) uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Action
https://www.rottentomatoes.com/m/infinity_pool_2023,Infinity Pool,"While staying at an isolated island resort, James (Alexander Skarsgård) and Em (Cleopatra Coleman) are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi (Mia Goth), they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you're rich enough to afford it, you can watch yourself die instead.","Horror, 
                            
                            Mystery & thriller, 
                            
                            Sci-fi"
https://www.rottentomatoes.com/m/renfield,Renfield,"In this modern monster tale of Dracula's loyal servant, Nicholas Hoult (Mad Max: Fury Road, X-Men franchise) stars as Renfield, the tortured aide to history's most narcissistic boss, Dracula (Oscar® winner Nicolas Cage). Renfield is forced to procure his master's prey and do his every bidding, no matter how debased. But now, after centuries of servitude, Renfield is ready to see if there's a life outside the shadow of The Prince of Darkness. If only he can figure out how to end his codependency.","Horror, 
                            
                            Action, 
                            
                            Comedy, 
                            
                            Fantasy"
https://www.rottentomatoes.com/m/river_wild_2023,River Wild,"Joey (Leighton Meester) fears there could be trouble ahead after her brother Gray (Taran Killam) invites Trevor (Adam Brody), a childhood friend with a troubled past, on their whitewater rafting adventure with two tourists. Once they become stranded in raging rapids, the thrill-seeking trip quickly turns from exciting to utterly terrifying as the rafters are trapped in a desperate fight for their lives, all while someone seems intent on sabotage to ensure shocking secrets stay buried. To survive the wild river, Joey will have to face her fears, and everyone will have to develop killer instincts before they’re torn apart by deception aboard the raft, or by deadly waters wreaking havoc all around them.","Mystery & thriller, 
                            
                            Adventure"
https://www.rottentomatoes.com/m/dune_2021,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence, only those who can conquer their own fear will survive.","Sci-fi, 
                            
                            Adventure, 
                            
                            Action, 
                            
                            Fantasy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/leave_no_trace,Leave No Trace,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Ore., rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",Drama
https://www.rottentomatoes.com/m/x_2022,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/everything_everywhere_all_at_once,Everything Everywhere All at Once,"Directed by Daniel Kwan and Daniel Scheinert, collectively known as Daniels, the film is a hilarious and big-hearted sci-fi action adventure about an exhausted Chinese American woman (Michelle Yeoh) who can't seem to finish her taxes.","Comedy, 
                            
                            Adventure, 
                            
                            Sci-fi, 
                            
                            Fantasy"
https://www.rottentomatoes.com/m/knock_at_the_cabin,Knock at the Cabin,"While vacationing at a remote cabin, a young girl and her parents are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.","Mystery & thriller, 
                            
                            Drama"
https://www.rottentomatoes.com/m/copshop,Copshop,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station--but when the hitman turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.","Action, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/vacation_friends,Vacation Friends,"In this raw and raunchy comedy, straight-laced Marcus and Emily (Lil Rel Howery, Yvonne Orji) are befriended by wild, thrill-seeking partiers Ron and Kyla (John Cena, Meredith Hagner) at a resort in Mexico. Living in the moment, the usually level-headed couple lets loose to enjoy a week of uninhibited fun and debauchery with their new ""vacation friends."" Months after their walk on the wild side, Marcus and Emily are horrified when Ron and Kyla show up uninvited at their wedding, creating chaos and proving that what happens on vacation, doesn't necessarily stay on vacation.","Comedy, 
                            
                            Adventure"
https://www.rottentomatoes.com/m/good_luck_to_you_leo_grande,"Good Luck to You, Leo Grande","In GOOD LUCK TO YOU, LEO GRANDE, two-time Academy Award winner Emma Thompson (Love, Actually) embodies the candor and apprehension of retired teacher Nancy Stokes, and newcomer Daryl McCormack (Peaky Blinders) personifies the charisma and compassion of sex worker Leo Grande. As Nancy embarks on a post-marital sexual awakening and Leo draws on his skills and charm, together they find a surprising human connection.","Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/bs_high,BS High,"The Bishop Sycamore Centurions find themselves playing a nationally televised football game on ESPN in 2021. However, questions after the game reveal that Bishop Sycamore isn't a real school at all.","Documentary, 
                            
                            Sports"
https://www.rottentomatoes.com/m/attachment,Attachment,"ATTACHMENT is a horror romance about Maja, a has-been actress in Denmark, who falls in love with Leah, a young, Jewish academic visiting from the UK. When Leah suffers a mysterious seizure, Maja fears their whirlwind romance might be cut short and decides to follow Leah back to her home in London. There, Maja meets her new downstairs neighbour: Leah’s mother, Chana. An overbearing, seemingly religious and highly secretive woman, Chana seems resistant to all of Maja’s attempts to win her over. And as Maja notices strange occurrences in the building, she begins to suspect that Chana’s secrets could be much darker than first anticipated.","Drama, 
                            
                            Mystery & thriller, 
                            
                            Horror, 
                            
                            Comedy, 
                            
                            Romance, 
                            
                            Lgbtq+"
https://www.rottentomatoes.com/m/a_man_called_otto,A Man Called Otto,"Based on the comical and moving New York Times bestseller, A Man Called Otto tells the story of Otto Anderson (Tom Hanks), a grumpy widower whose only joy comes from criticizing and judging his exasperated neighbors. When a lively young family moves in next door, he meets his match in quick-witted and very pregnant Marisol, leading to an unexpected friendship that will turn his world upside-down.","Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/king_of_killers,King of Killers,"King of Killers follows former Agency hitman Marcus Garan as he attempts to unravel the mystery behind a tragic incident. When offered a $10 million contract to eliminate the world’s greatest assassin, Marcus travels to Tokyo to meet the client, but discovers other professional killers have been invited as well. Now Marcus and the others must confront this deadly, mythical assassin…or die trying.","Action, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_big_short,The Big Short,"In 2008, Wall Street guru Michael Burry realizes that a number of subprime home loans are in danger of defaulting. Burry bets against the housing market by throwing more than $1 billion of his investors' money into credit default swaps. His actions attract the attention of banker Jared Vennett (Ryan Gosling), hedge-fund specialist Mark Baum (Steve Carell) and other greedy opportunists. Together, these men make a fortune by taking full advantage of the impending economic collapse in America.","Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/heart_of_stone_2023,Heart of Stone,"Rachel Stone is an intelligence operative, the only woman who stands between her powerful global peacekeeping organization and the loss of its most valuable -- and dangerous -- asset.","Action, 
                            
                            Mystery & thriller, 
                            
                            Crime"
https://www.rottentomatoes.com/m/equalizer_2,The Equalizer 2,"If you have a problem and there is nowhere else to turn, the mysterious and elusive Robert McCall will deliver the vigilante justice you seek. This time, however, McCall's past cuts especially close to home when thugs kill Susan Plummer -- his best friend and former colleague. Now out for revenge, McCall must take on a crew of highly trained assassins who'll stop at nothing to destroy him.","Action, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/babylon_2022,Babylon,"A tale of outsized ambition and outrageous excess, Babylon traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/big_george_foreman_the_miraculous_story_of_the_once_and_future_heavyweight_champion_of_the_world,Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,"Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World is based on the remarkable true story of one of the greatest comebacks of all time and the transformational power of second chances. Fueled by an impoverished childhood, Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit. But when he sees his community struggling spiritually and financially, Foreman returns to the ring and makes history by reclaiming his title, becoming the oldest and most improbable World Heavyweight Boxing Champion ever.","Biography, 
                            
                            Drama, 
                            
                            Sports"
https://www.rottentomatoes.com/m/you_are_so_not_invited_to_my_bat_mitzvah,You Are So Not Invited to My Bat Mitzvah,"Stacy and Lydia are BFFs who've always dreamed about having epic bat mitzvahs. However, things start to go comically awry when a popular boy and middle school drama threatens their friendship and their rite of passage.",Comedy
https://www.rottentomatoes.com/m/puss_in_boots_the_last_wish,Puss in Boots: The Last Wish,"This fall, everyone's favorite leche-loving, swashbuckling, fear-defying feline returns. For the first time in more than a decade, DreamWorks Animation presents a new adventure in the Shrek universe as daring outlaw Puss in Boots discovers that his passion for peril and disregard for safety have taken their toll. Puss has burned through eight of his nine lives, though he lost count along the way. Getting those lives back will send Puss in Boots on his grandest quest yet. Academy Award® nominee Antonio Banderas returns as the voice of the notorious PiB as he embarks on an epic journey into the Black Forest to find the mythical Wishing Star and restore his lost lives. But with only one life left, Puss will have to humble himself and ask for help from his former partner and nemesis: the captivating Kitty Soft Paws (Oscar® nominee Salma Hayek). In their quest, Puss and Kitty will be aided--against their better judgment--by a ratty, chatty, relentlessly cheerful mutt, Perro (Harvey Guillén, What We Do in the Shadows). Together, our trio of heroes will have to stay one step ahead of Goldilocks (Oscar® nominee Florence Pugh, Black Widow) and the Three Bears Crime Family, ""Big"" Jack Horner (Emmy winner John Mulaney, Big Mouth) and terrifying bounty hunter, The Big Bad Wolf (Wagner Moura, Narcos).","Kids & family, 
                            
                            Comedy, 
                            
                            Adventure, 
                            
                            Animation"
https://www.rottentomatoes.com/m/astrakan,Astrakan,"When Samuel, a young orphan, is sent to live with foster parents Marie and Clement, he is gradually forced to face the demons he's holding on to internally, as well as those that exist within his new family. Swept up in the motions of coming of age for the very first time -- falling in love with the girl next door, exploring hobbies and indulging in childhood passions -- he also begins to learn of the secrets his foster family are keeping, leading him to question everything around him. As these questions emerge, Samuel is pushed in and out of crippling anguish, bridging a harsh gap between dense realism and feverish fantasy which leads to a stunning and transcendent final act.",Drama
https://www.rottentomatoes.com/m/hereditary,Hereditary,"When the matriarch of the Graham family passes away, her daughter and grandchildren begin to unravel cryptic and increasingly terrifying secrets about their ancestry, trying to outrun the sinister fate they have inherited.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_deepest_breath,The Deepest Breath,"A champion freediver trains to break a world record with the help of an expert safety diver, and the two form an emotional bond that feels like fate. This heart-stopping film follows the paths they took to meet at the pinnacle of the freediving world, documenting the thrilling rewards -- and inescapable risks -- of chasing a dream through the silent depths of the ocean.","Documentary, 
                            
                            Biography, 
                            
                            Sports"
https://www.rottentomatoes.com/m/influencer,Influencer,"INFLUENCER tells the story of Madison (Emily Tennant, ""Riverdale""), a popular social media influencer who is having a lonely and uneventful trip in Thailand despite what she tells her followers on Instagram. While reflecting on her boyfriend canceling the trip, she meets CW (Cassandra Naud, ""See""), a fearless and enigmatic traveler who offers to take her to some of the most Instagram-worthy locations. Together they share authentic meals and drinks with locals, discussing the differences between Madison's online presence and CW's lack of one. After showing Madison all of the amazing sights, things take a different turn when CW brings her to a surprise location -- a deserted island that is completely off the grid.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/american_graffiti,American Graffiti,"From director George Lucas (Star Wars) and producer Francis Ford Coppola (The Godfather), American Graffiti is a classic coming-of-age story set against the 1960s backdrop of hot rods, drive-ins and rock n’ roll. Starring Ron Howard, Richard Dreyfuss, Harrison Ford, Cindy Williams, Mackenzie Phillips and Suzanne Somers in their breakout roles, this nostalgic look back follows a group of teenagers as they cruise the streets on their last summer night before college. Nominated for five Academy Awards, including Best Picture and Best Director, American Graffiti features the howling sounds of Wolfman Jack and an unforgettable soundtrack with songs by Buddy Holly, Chuck Berry, The Beach Boys and Bill Haley & His Comets.","Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/inside_man_2023,Inside Man,"Bobby Belucci's (Emile Hirsch) life falls apart after he discovers his wife (Ashley Greene) is having an affair. After beating the Other Man to a pulp, his wife leaves him and he's demoted at work, triggering Bobby's determination to turn things around and prove to his wife and boss that he's worthy of redemption. His plan? Go undercover as a grunt in the DeMeo Crew's organized crime syndicate, with the goal of getting close with the head of the family -- capo Roy DeMeo (Abeckaser). But the deeper Bobby sinks into the mob, the more bodies start dropping, and the price for absolution may be higher than he can pay.","Mystery & thriller, 
                            
                            Crime, 
                            
                            Drama"
https://www.rottentomatoes.com/m/you_hurt_my_feelings_2023,You Hurt My Feelings,"From acclaimed filmmaker Nicole Holofcener comes a sharply observed comedy about a novelist whose long standing marriage is suddenly upended when she overhears her husband give his honest reaction to her latest book. A film about trust, lies, and the things we say to the people we love most.","Comedy, 
                            
                            Drama, 
                            
                            Romance"
https://www.rottentomatoes.com/m/to_catch_a_killer_2023,To Catch a Killer,"A modern-day Clarice Starling, Eleanor (Shailene Woodley) is a young police investigator wrestling with the demons of her past when she is recruited by the FBI's chief investigator (Ben Mendelsohn) to help profile and track the work of a disturbed individual. As the police and FBI launch a nationwide manhunt, they are thwarted at every turn by the individual’s unprecedented behavior. Given her tortured psyche, Eleanor may be the only person who can understand the mind of their assailant and bring him to justice.","Action, 
                            
                            Crime, 
                            
                            Drama, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_meg,The Meg,"Previously thought to be extinct, a massive creature attacks a deep-sea submersible, leaving it disabled and trapping the crew at the bottom of the Pacific. With time running out, a visionary oceanographer recruits rescue diver Jonas Taylor to save the crew and the sea itself from an unimaginable threat -- a 75-foot-long prehistoric shark known as the Megalodon.","Sci-fi, 
                            
                            Mystery & thriller, 
                            
                            Action, 
                            
                            Adventure"
https://www.rottentomatoes.com/m/beautiful_disaster_2023,Beautiful Disaster,"In Beautiful Disaster, bad-boy Travis Maddox (Dylan Sprouse) is exactly what college freshman Abby Abernathy (Virginia Gardner) needs and wants--to avoid. He spends his nights fighting in underground boxing matches, and his days as the ultimate college campus charmer. But Abby wants nothing to do with Travis. Intrigued by Abby's resistance to his appeal, Travis offers her a simple bet: if he loses his next fight, he must remain sex-free for a month. If he wins, Abby must live in his apartment for the same amount of time. Either way, Travis has no idea that Abby's dark past is about to emerge, and he may have finally met his match.","Romance, 
                            
                            Drama"
https://www.rottentomatoes.com/m/the_flash_2023,The Flash,"Worlds collide in ""The Flash"" when Barry uses his superpowers to travel back in time in order to change the events of the past. But when his attempt to save his family inadvertently alters the future, Barry becomes trapped in a reality in which General Zod has returned, threatening annihilation, and there are no Super Heroes to turn to. That is, unless Barry can coax a very different Batman out of retirement and rescue an imprisoned Kryptonian... albeit not the one he's looking for. Ultimately, to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?","Action, 
                            
                            Adventure, 
                            
                            Fantasy"
https://www.rottentomatoes.com/m/elemental_2023,Elemental,"Disney and Pixar's ""Elemental,"" an all-new, original feature film set in Element City, where fire-, water-, land- and air-residents live together. The story introduces Ember, a tough, quick-witted and fiery young woman, whose friendship with a fun, sappy, go-with-the-flow guy named Wade challenges her beliefs about the world they live in.","Kids & family, 
                            
                            Comedy, 
                            
                            Fantasy, 
                            
                            Animation"
https://www.rottentomatoes.com/m/hypnotic_2023,Hypnotic,"Determined to find his missing daughter, Austin detective Danny Rourke finds himself spiraling down a rabbit hole investigating a series of reality-bending crimes where he will ultimately call into question his most basic assumptions about everything and everyone in his world. Aided by Diana Cruz, a gifted psychic, Rourke simultaneously pursues and is pursued by a lethal specter -- the one man he believes holds the key to finding the missing girl -- only to discover more than he ever bargained for.","Mystery & thriller, 
                            
                            Action"
https://www.rottentomatoes.com/m/the_night_of_the_12th,The Night of the 12th,"In nearly every police precinct, detectives are inevitably confronted with a case that goes unsolved. The more heinous the crime, the more it haunts those whose duty it is solve it. Such is the dilemma for Yohan Vivès--a young, recently promoted police Captain--when he begins investigating the gruesome murder of a young women named Clara in the town of Grenoble. It's clear that the attack was pre-meditated, and the violent nature of the crime suggests revenge. Vivés' team methodically digs through the details of Clara's life, uncovering her secrets in hopes of weeding out the killer. Certain their suspect is a scorned ex-lover, Vivés is confronted with another, more complicated question: which one? Based on a true crime book by Pauline Guéna, The Night of the 12th is a gritty mystery that's ""both highly effective and brilliantly acted, where procedures and mindsets reveal a frayed society"" (Cineuropa), posing uneasy questions about the male-dominated world of law enforcement, and their ability to handle the violent crimes routinely perpetrated against women victims.","Crime, 
                            
                            Drama, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_pod_generation,The Pod Generation,"In a not-so-distant future, AI is all the rage and nature is becoming a distant memory. Tech giant Pegasus offers couples the opportunity to share pregnancy on a more equal footing via detachable artificial wombs, or pods. But at what cost? Rachel and Alvy, a New York couple, are ready to take their relationship to the next level and start a family. Rachel's work gives them a chance to fast-track to the top of the Pegasus waiting list. But Alvy, a botanist and devoted purist has doubts. Nonetheless, his love for Rachel prompts him to take a leap of faith. And so begins the wild ride to parenthood in this brave new world with all its
twists, turns, and bumps along the way.","Romance, 
                            
                            Comedy, 
                            
                            Sci-fi"
https://www.rottentomatoes.com/m/transformers_rise_of_the_beasts,Transformers: Rise of the Beasts,"Returning to the action and spectacle that have captured moviegoers around the world, Transformers: Rise of the Beasts will take audiences on a '90s globetrotting adventure with the Autobots and introduce a whole new faction of Transformer -- the Maximals -- to the existing battle on earth between Autobots and Decepticons.","Action, 
                            
                            Adventure, 
                            
                            Sci-fi, 
                            
                            Fantasy"
https://www.rottentomatoes.com/m/kandi_burruss_and_todd_tuckers_the_pass,Kandi Burruss and Todd Tucker's The Pass,"Produced by Kandi Burruss and Todd Tucker (The Real Housewives of Atlanta; The Piano Lesson), KANDI BURRUSS AND TODD TUCKER'S THE PASS follows Nina (Drew Sidora) and Maurice (Rob Riley), a married couple who gives each other one night off from fidelity -- a ""hall pass."" Their lives quickly turn upside down as the one night of pleasure becomes a tool of deception.",Drama
https://www.rottentomatoes.com/m/the_super_mario_bros_movie,The Super Mario Bros. Movie,"With help from Princess Peach, Mario gets ready to square off against the all-powerful Bowser to stop his plans from conquering the world.","Kids & family, 
                            
                            Comedy, 
                            
                            Adventure, 
                            
                            Animation"
https://www.rottentomatoes.com/m/the_popes_exorcist,The Pope's Exorcist,"Inspired by the actual files of Father Gabriele Amorth, Chief Exorcist of the Vatican (Academy Award®-winner Russell Crowe), The Pope's Exorcist follows Amorth as he investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/bank_of_dave,Bank of Dave,"Based on the true-life experiences of Dave Fishwick; 'Bank of Dave' tells the story of how a working class Burnley man and self-made millionaire fought to set up a community bank. Dave Fishwick (Rory Kinnear) sells vans in Burnley, Lancashire. Once the world's most productive and profitable mill town, Burnley is now one of the most deprived and neglected towns in the UK. Dave, however, through a combination of hustle and hard work, has done well for himself -- so well that in the wake of the last financial crisis he started lending money at reduced rates to his customers and local businesses. When some of those businesses start making money they ask Dave to reinvest it for them. This gives Dave an idea. Why not set up a tiny local bank that uses local money to fund local enterprise?  He will call it: The Bank of Dave. The elite, London based financial authorities however, haven't granted a new bank license for over 150 years and they're not keen to grant one to a van salesmen from Burnley. Dave must enlist the help of London lawyer, Hugh (Joel Fry), junior doctor Alexandra (Phoebe Dynevor) and some local rock legends (Def Leppard) to help fight the good cause.","Comedy, 
                            
                            Biography, 
                            
                            Drama"
https://www.rottentomatoes.com/m/oldboy,Oldboy,"Dae-Su is an obnoxious drunk bailed from the police station yet again by a friend. However, he's abducted from the street and wakes up in a cell, where he remains for the next 15 years, drugged unconscious when human contact is unavoidable, otherwise with only the television as company. And then, suddenly released, he is invited to track down his jailor with a denouement that is simply stunning.",Mystery & thriller
https://www.rottentomatoes.com/m/fresh_2022,Fresh,"FRESH follows Noa (Daisy Edgar-Jones), who meets the alluring Steve (Sebastian Stan) at a grocery store and -- given her frustration with dating apps -- takes a chance and gives him her number. After their first date, Noa is smitten and accepts Steve's invitation to a romantic weekend getaway. Only to find that her new paramour has been hiding some unusual appetites.","Horror, 
                            
                            Comedy, 
                            
                            Drama, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/guy_ritchies_the_covenant,Guy Ritchie's The Covenant,"Guy Ritchie's The Covenant follows US Army Sergeant John Kinley (Jake Gyllenhaal) and Afghan interpreter Ahmed (Dar Salim). After an ambush, Ahmed goes to Herculean lengths to save Kinley’s life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised, he must repay his debt by returning to the war zone to retrieve them before the Taliban hunts them down first.","War, 
                            
                            Drama, 
                            
                            Action, 
                            
                            Crime, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/fire_island_2022,Fire Island,"Set in the iconic Pines, Andrew Ahn's ""Fire Island"" is an unapologetic, modern-day rom-com showcasing a diverse, multicultural examination of queerness and romance. Inspired by the timeless pursuits from Jane Austen's classic ""Pride and Prejudice,"" the story centers on two best friends (Joel Kim Booster and Bowen Yang) who set out to have a legendary summer adventure with the help of cheap rosé and their cadre of eclectic friends.","Romance, 
                            
                            Comedy"
